name,image,property,variation,scale,rating,attempt
Bozhidar,im2,br,1.3,1_10,8,1
Bozhidar,im2,br,0.85,1_10,10,1
Bozhidar,im2,br,1,1_10,10,1
Bozhidar,im2,br,1.15,1_10,10,1
Bozhidar,im2,br,0.7,1_10,10,1
Bozhidar,im2,br,1.45,1_10,10,1
Bozhidar,im2,br,1.3,words,sehr gut,1
Bozhidar,im2,br,0.85,words,sehr gut,1
Bozhidar,im2,br,1,words,sehr gut,1
Bozhidar,im2,br,1.15,words,sehr gut,1
Bozhidar,im2,br,0.7,words,sehr gut,1
Bozhidar,im2,br,1.45,words,sehr gut,1
Bozhidar,im2,br,1.3,grades,3-,1
Bozhidar,im2,br,0.85,grades,3-,1
Bozhidar,im2,br,1,grades,3-,1
Bozhidar,im2,br,1.15,grades,3-,1
Bozhidar,im2,br,0.7,grades,3-,1
Bozhidar,im2,br,1.45,grades,3-,1
Bozhidar,im2,br,1.3,1_50,18,1
Bozhidar,im2,br,0.85,1_50,18,1
Bozhidar,im2,br,1,1_50,18,1
Bozhidar,im2,br,1.15,1_50,18,1
Bozhidar,im2,br,0.7,1_50,18,1
Bozhidar,im2,br,1.45,1_50,18,1
Bozhidar,im2,con,1.15,1_10,10,1
Bozhidar,im2,con,1,1_10,10,1
Bozhidar,im2,con,0.85,1_10,10,1
Bozhidar,im2,con,1.45,1_10,10,1
Bozhidar,im2,con,1.3,1_10,10,1
Bozhidar,im2,con,0.7,1_10,10,1
Bozhidar,im2,con,1.15,words,sehr gut,1
Bozhidar,im2,con,1,words,sehr gut,1
Bozhidar,im2,con,0.85,words,sehr gut,1
Bozhidar,im2,con,1.45,words,sehr gut,1
Bozhidar,im2,con,1.3,words,sehr gut,1
Bozhidar,im2,con,0.7,words,sehr gut,1
Bozhidar,im2,con,1.15,grades,3-,1
Bozhidar,im2,con,1,grades,3-,1
Bozhidar,im2,con,0.85,grades,3-,1
Bozhidar,im2,con,1.45,grades,3-,1
Bozhidar,im2,con,1.3,grades,3-,1
Bozhidar,im2,con,0.7,grades,3-,1
Bozhidar,im2,con,1.15,1_50,18,1
Bozhidar,im2,con,1,1_50,18,1
Bozhidar,im2,con,0.85,1_50,18,1
Bozhidar,im2,con,1.45,1_50,18,1
Bozhidar,im2,con,1.3,1_50,18,1
Bozhidar,im2,con,0.7,1_50,18,1
Bozhidar,im2,sat,0.75,1_10,10,1
Bozhidar,im2,sat,1.2,1_10,10,1
Bozhidar,im2,sat,1.6,1_10,10,1
Bozhidar,im2,sat,1,1_10,10,1
Bozhidar,im2,sat,1.4,1_10,10,1
Bozhidar,im2,sat,0.9,1_10,10,1
Bozhidar,im2,sat,0.75,words,sehr gut,1
Bozhidar,im2,sat,1.2,words,sehr gut,1
Bozhidar,im2,sat,1.6,words,sehr gut,1
Bozhidar,im2,sat,1,words,sehr gut,1
Bozhidar,im2,sat,1.4,words,sehr gut,1
Bozhidar,im2,sat,0.9,words,sehr gut,1
Bozhidar,im2,sat,0.75,grades,3-,1
Bozhidar,im2,sat,1.2,grades,3-,1
Bozhidar,im2,sat,1.6,grades,3-,1
Bozhidar,im2,sat,1,grades,3-,1
Bozhidar,im2,sat,1.4,grades,3-,1
Bozhidar,im2,sat,0.9,grades,3-,1
Bozhidar,im2,sat,0.75,1_50,18,1
Bozhidar,im2,sat,1.2,1_50,18,1
Bozhidar,im2,sat,1.6,1_50,18,1
Bozhidar,im2,sat,1,1_50,18,1
Bozhidar,im2,sat,1.4,1_50,18,1
Bozhidar,im2,sat,0.9,1_50,18,1
Bozhidar,im6,br,1.3,1_10,10,1
Bozhidar,im6,br,0.85,1_10,10,1
Bozhidar,im6,br,1,1_10,10,1
Bozhidar,im6,br,1.15,1_10,10,1
Bozhidar,im6,br,0.7,1_10,10,1
Bozhidar,im6,br,1.45,1_10,10,1
Bozhidar,im6,br,1.3,words,sehr gut,1
Bozhidar,im6,br,0.85,words,sehr gut,1
Bozhidar,im6,br,1,words,sehr gut,1
Bozhidar,im6,br,1.15,words,sehr gut,1
Bozhidar,im6,br,0.7,words,sehr gut,1
Bozhidar,im6,br,1.45,words,sehr gut,1
Bozhidar,im6,br,1.3,grades,3-,1
Bozhidar,im6,br,0.85,grades,3-,1
Bozhidar,im6,br,1,grades,3-,1
Bozhidar,im6,br,1.15,grades,3-,1
Bozhidar,im6,br,0.7,grades,3-,1
Bozhidar,im6,br,1.45,grades,3-,1
Bozhidar,im6,br,1.3,1_50,18,1
Bozhidar,im6,br,0.85,1_50,18,1
Bozhidar,im6,br,1,1_50,18,1
Bozhidar,im6,br,1.15,1_50,18,1
Bozhidar,im6,br,0.7,1_50,18,1
Bozhidar,im6,br,1.45,1_50,18,1
Bozhidar,im6,con,1.15,1_10,10,1
Bozhidar,im6,con,1,1_10,10,1
Bozhidar,im6,con,0.85,1_10,10,1
Bozhidar,im6,con,1.45,1_10,10,1
Bozhidar,im6,con,1.3,1_10,10,1
Bozhidar,im6,con,0.7,1_10,10,1
Bozhidar,im6,con,1.15,words,sehr gut,1
Bozhidar,im6,con,1,words,sehr gut,1
Bozhidar,im6,con,0.85,words,sehr gut,1
Bozhidar,im6,con,1.45,words,sehr gut,1
Bozhidar,im6,con,1.3,words,sehr gut,1
Bozhidar,im6,con,0.7,words,sehr gut,1
Bozhidar,im6,con,1.15,grades,3-,1
Bozhidar,im6,con,1,grades,3-,1
Bozhidar,im6,con,0.85,grades,3-,1
Bozhidar,im6,con,1.45,grades,3-,1
Bozhidar,im6,con,1.3,grades,3-,1
Bozhidar,im6,con,0.7,grades,3-,1
Bozhidar,im6,con,1.15,1_50,18,1
Bozhidar,im6,con,1,1_50,18,1
Bozhidar,im6,con,0.85,1_50,18,1
Bozhidar,im6,con,1.45,1_50,18,1
Bozhidar,im6,con,1.3,1_50,18,1
Bozhidar,im6,con,0.7,1_50,18,1
Bozhidar,im6,sat,0.75,1_10,10,1
Bozhidar,im6,sat,1.2,1_10,10,1
Bozhidar,im6,sat,1.6,1_10,10,1
Bozhidar,im6,sat,1,1_10,10,1
Bozhidar,im6,sat,1.4,1_10,10,1
Bozhidar,im6,sat,0.9,1_10,10,1
Bozhidar,im6,sat,0.75,words,sehr gut,1
Bozhidar,im6,sat,1.2,words,sehr gut,1
Bozhidar,im6,sat,1.6,words,sehr gut,1
Bozhidar,im6,sat,1,words,sehr gut,1
Bozhidar,im6,sat,1.4,words,sehr gut,1
Bozhidar,im6,sat,0.9,words,sehr gut,1
Bozhidar,im6,sat,0.75,grades,3-,1
Bozhidar,im6,sat,1.2,grades,3-,1
Bozhidar,im6,sat,1.6,grades,3-,1
Bozhidar,im6,sat,1,grades,3-,1
Bozhidar,im6,sat,1.4,grades,3-,1
Bozhidar,im6,sat,0.9,grades,3-,1
Bozhidar,im6,sat,0.75,1_50,18,1
Bozhidar,im6,sat,1.2,1_50,18,1
