name,image,property,variation,scale,rating,attempt

Matti,im2,br,1.45,1_10,4,0

Matti,im2,br,0.7,1_10,4,0

Matti,im2,br,0.85,1_10,9,0

Matti,im2,br,1.3,1_10,9,0

Matti,im2,br,1,1_10,9,0

Matti,im2,br,1.15,1_10,8,0

Matti,im2,br,1.45,words,sehr schlecht,0

Matti,im2,br,0.7,words,sehr schlecht,0

Matti,im2,br,0.85,words,schlecht,0

Matti,im2,br,1.3,words,mittel,0

Matti,im2,br,1,words,gut,0

Matti,im2,br,1.15,words,sehr gut,0

Matti,im2,br,1.45,grades,5+,0

Matti,im2,br,0.7,grades,5,0

Matti,im2,br,0.85,grades,4+,0

Matti,im2,br,1.3,grades,2,0

Matti,im2,br,1,grades,1,0

Matti,im2,br,1.15,grades,2+,0

Matti,im2,br,1.45,1_50,6,0

Matti,im2,br,0.7,1_50,5,0

Matti,im2,br,0.85,1_50,18,0

Matti,im2,br,1.3,1_50,30,0

Matti,im2,br,1,1_50,41,0

Matti,im2,br,1.15,1_50,34,0

Matti,im2,con,1.3,1_10,5,0

Matti,im2,con,1,1_10,6,0

Matti,im2,con,0.85,1_10,8,0

Matti,im2,con,0.7,1_10,9,0

Matti,im2,con,1.15,1_10,9,0

Matti,im2,con,1.45,1_10,6,0

Matti,im2,con,1.3,words,sehr schlecht,0

Matti,im2,con,1,words,sehr schlecht,0

Matti,im2,con,0.85,words,mittel,0

Matti,im2,con,0.7,words,mittel,0

Matti,im2,con,1.15,words,gut,0

Matti,im2,con,1.45,words,mittel,0

Matti,im2,con,1.3,grades,5-,0

Matti,im2,con,1,grades,4-,0

Matti,im2,con,0.85,grades,4-,0

Matti,im2,con,0.7,grades,2+,0

Matti,im2,con,1.15,grades,1,0

Matti,im2,con,1.45,grades,3-,0

Matti,im2,con,1.3,1_50,2,0

Matti,im2,con,1,1_50,7,0

Matti,im2,con,0.85,1_50,16,0

Matti,im2,con,0.7,1_50,31,0

Matti,im2,con,1.15,1_50,44,0

Matti,im2,con,1.45,1_50,23,0

Matti,im2,sat,1,1_10,5,0

Matti,im2,sat,1.6,1_10,6,0

Matti,im2,sat,1.4,1_10,9,0

Matti,im2,sat,1.2,1_10,9,0

Matti,im2,sat,0.9,1_10,8,0

Matti,im2,sat,0.75,1_10,4,0

Matti,im2,sat,1,words,sehr schlecht,0

Matti,im2,sat,1.6,words,sehr schlecht,0

Matti,im2,sat,1.4,words,mittel,0

Matti,im2,sat,1.2,words,mittel,0

Matti,im2,sat,0.9,words,gut,0

Matti,im2,sat,0.75,words,gut,0

Matti,im2,sat,1,grades,5,0

Matti,im2,sat,1.6,grades,5+,0

Matti,im2,sat,1.4,grades,2,0

Matti,im2,sat,1.2,grades,1-,0

Matti,im2,sat,0.9,grades,1-,0

Matti,im2,sat,0.75,grades,4+,0

Matti,im2,sat,1,1_50,3,0

Matti,im2,sat,1.6,1_50,9,0

Matti,im2,sat,1.4,1_50,25,0

Matti,im2,sat,1.2,1_50,35,0

Matti,im2,sat,0.9,1_50,36,0

Matti,im2,sat,0.75,1_50,17,0

Matti,im6,br,1.45,1_10,3,0

Matti,im6,br,0.7,1_10,8,0

Matti,im6,br,0.85,1_10,7,0

Matti,im6,br,1.3,1_10,10,0

Matti,im6,br,1,1_10,9,0

Matti,im6,br,1.15,1_10,2,0

Matti,im6,br,1.45,words,schlecht,0

Matti,im6,br,0.7,words,sehr gut,0

Matti,im6,br,0.85,words,mittel,0

Matti,im6,br,1.3,words,sehr gut,0

Matti,im6,br,1,words,sehr gut,0

Matti,im6,br,1.15,words,sehr schlecht,0

Matti,im6,br,1.45,grades,5+,0

Matti,im6,br,0.7,grades,1-,0

Matti,im6,br,0.85,grades,2,0

Matti,im6,br,1.3,grades,1+,0

Matti,im6,br,1,grades,1,0

Matti,im6,br,1.15,grades,4,0

Matti,im6,br,1.45,1_50,8,0

Matti,im6,br,0.7,1_50,40,0

Matti,im6,br,0.85,1_50,41,0

Matti,im6,br,1.3,1_50,50,0

Matti,im6,br,1,1_50,45,0

Matti,im6,br,1.15,1_50,17,0

Matti,im6,con,1.3,1_10,3,0

Matti,im6,con,1,1_10,4,0

Matti,im6,con,0.85,1_10,8,0

Matti,im6,con,0.7,1_10,10,0

Matti,im6,con,1.15,1_10,9,0

Matti,im6,con,1.45,1_10,1,0

Matti,im6,con,1.3,words,sehr schlecht,0

Matti,im6,con,1,words,mittel,0

Matti,im6,con,0.85,words,mittel,0

Matti,im6,con,0.7,words,sehr gut,0

Matti,im6,con,1.15,words,sehr gut,0

Matti,im6,con,1.45,words,sehr schlecht,0

Matti,im6,con,1.3,grades,5-,0

Matti,im6,con,1,grades,3+,0

Matti,im6,con,0.85,grades,2,0

Matti,im6,con,0.7,grades,1+,0

Matti,im6,con,1.15,grades,2+,0

Matti,im6,con,1.45,grades,6+,0

Matti,im6,con,1.3,1_50,1,0

Matti,im6,con,1,1_50,22,0

Matti,im6,con,0.85,1_50,33,0

Matti,im6,con,0.7,1_50,48,0

Matti,im6,con,1.15,1_50,42,0

Matti,im6,con,1.45,1_50,10,0

Matti,im6,sat,1,1_10,7,0

Matti,im6,sat,1.6,1_10,6,0

Matti,im6,sat,1.4,1_10,9,0

Matti,im6,sat,1.2,1_10,9,0

Matti,im6,sat,0.9,1_10,4,0

Matti,im6,sat,0.75,1_10,1,0

Matti,im6,sat,1,words,gut,0

Matti,im6,sat,1.6,words,sehr gut,0

Matti,im6,sat,1.4,words,sehr gut,0

Matti,im6,sat,1.2,words,sehr gut,0

Matti,im6,sat,0.9,words,schlecht,0

Matti,im6,sat,0.75,words,sehr schlecht,0

Matti,im6,sat,1,grades,2+,0

Matti,im6,sat,1.6,grades,1,0

