name,image,property,variation,scale,rating,attempt
Iliya,im6,br,1,words,sehr schlecht,0

Iliya,im6,br,0.7,words,mittel,0

Iliya,im6,br,1.45,words,schlecht,0

Iliya,im6,br,0.85,grades,3+,0

Iliya,im6,br,1.3,grades,4-,0

Iliya,im6,br,1.15,grades,1+,0

Iliya,im6,br,1,grades,6,0

Iliya,im6,br,0.7,grades,4,0

Iliya,im6,br,1.45,grades,5,0

Iliya,im6,br,0.85,1_50,24,0

Iliya,im6,br,1.3,1_50,17,0

Iliya,im6,br,1.15,1_50,50,0

Iliya,im6,br,1,1_50,1,0

Iliya,im6,br,0.7,1_50,28,0

Iliya,im6,br,1.45,1_50,19,0

Iliya,im6,con,0.7,1_10,10,0

Iliya,im6,con,1.3,1_10,2,0

Iliya,im6,con,1.15,1_10,10,0

Iliya,im6,con,1,1_10,6,0

Iliya,im6,con,0.85,1_10,5,0

Iliya,im6,con,1.45,1_10,9,0

Iliya,im6,con,0.7,words,gut,0

Iliya,im6,con,1.3,words,schlecht,0

Iliya,im6,con,1.15,words,sehr gut,0

Iliya,im6,con,1,words,gut,0

Iliya,im6,con,0.85,words,mittel,0

Iliya,im6,con,1.45,words,sehr gut,0

Iliya,im6,con,0.7,grades,3+,0

Iliya,im6,con,1.3,grades,5,0

Iliya,im6,con,1.15,grades,1+,0

Iliya,im6,con,1,grades,2+,0

Iliya,im6,con,0.85,grades,4,0

Iliya,im6,con,1.45,grades,2+,0

Iliya,im6,con,0.7,1_50,24,0

Iliya,im6,con,1.3,1_50,11,0

Iliya,im6,con,1.15,1_50,50,0

Iliya,im6,con,1,1_50,38,0

Iliya,im6,con,0.85,1_50,19,0

Iliya,im6,con,1.45,1_50,50,0

Iliya,im6,sat,1.6,1_10,3,0

Iliya,im6,sat,0.75,1_10,6,0

Iliya,im6,sat,1.2,1_10,1,0

Iliya,im6,sat,1,1_10,6,0

Iliya,im6,sat,0.9,1_10,3,0

Iliya,im6,sat,1.4,1_10,9,0

Iliya,im6,sat,1.6,words,mittel,0

Iliya,im6,sat,0.75,words,gut,0

Iliya,im6,sat,1.2,words,sehr schlecht,0

Iliya,im6,sat,1,words,gut,0

Iliya,im6,sat,0.9,words,schlecht,0

Iliya,im6,sat,1.4,words,sehr gut,0

Iliya,im6,sat,1.6,grades,4,0

Iliya,im6,sat,0.75,grades,2,0

Iliya,im6,sat,1.2,grades,6,0

Iliya,im6,sat,1,grades,2+,0

Iliya,im6,sat,0.9,grades,5,0

Iliya,im6,sat,1.4,grades,1,0

Iliya,im6,sat,1.6,1_50,20,0

Iliya,im6,sat,0.75,1_50,50,0

Iliya,im6,sat,1.2,1_50,1,0

Iliya,im6,sat,1,1_50,38,0

Iliya,im6,sat,0.9,1_50,19,0

Iliya,im6,sat,1.4,1_50,50,0

