name,image,property,variation,scale,rating,attempt
Bozhidar,im2,sat,1,grades,5-,0
Bozhidar,im2,sat,0.75,grades,4-,0
Bozhidar,im2,sat,1.2,grades,5,0
Bozhidar,im2,sat,1.4,grades,2+,0
Bozhidar,im2,sat,1.6,1_50,12,0
Bozhidar,im2,sat,0.9,1_50,31,0
Bozhidar,im2,sat,1,1_50,12,0
Bozhidar,im2,sat,0.75,1_50,20,0
Bozhidar,im2,sat,1.2,1_50,24,0
Bozhidar,im2,sat,1.4,1_50,44,0
Bozhidar,im6,br,1.15,1_10,8,0
Bozhidar,im6,br,1.45,1_10,9,0
Bozhidar,im6,br,1,1_10,7,0
Bozhidar,im6,br,0.85,1_10,3,0
Bozhidar,im6,br,0.7,1_10,1,0
Bozhidar,im6,br,1.3,1_10,7,0
Bozhidar,im6,br,1.15,words,gut,0
Bozhidar,im6,br,1.45,words,mittel,0
Bozhidar,im6,br,1,words,sehr gut,0
Bozhidar,im6,br,0.85,words,mittel,0
Bozhidar,im6,br,0.7,words,schlecht,0
Bozhidar,im6,br,1.3,words,gut,0
Bozhidar,im6,br,1.15,grades,1-,0
Bozhidar,im6,br,1.45,grades,2-,0
Bozhidar,im6,br,1,grades,1+,0
Bozhidar,im6,br,0.85,grades,4-,0
Bozhidar,im6,br,0.7,grades,6+,0
Bozhidar,im6,br,1.3,grades,2+,0
Bozhidar,im6,br,1.15,1_50,44,0
Bozhidar,im6,br,1.45,1_50,32,0
Bozhidar,im6,br,1,1_50,42,0
Bozhidar,im6,br,0.85,1_50,20,0
Bozhidar,im6,br,0.7,1_50,10,0
Bozhidar,im6,br,1.3,1_50,41,0
Bozhidar,im6,con,0.7,1_10,9,0
Bozhidar,im6,con,0.85,1_10,5,0
Bozhidar,im6,con,1,1_10,8,0
Bozhidar,im6,con,1.15,1_10,4,0
Bozhidar,im6,con,1.45,1_10,4,0
Bozhidar,im6,con,1.3,1_10,7,0
Bozhidar,im6,con,0.7,words,sehr gut,0
Bozhidar,im6,con,0.85,words,mittel,0
Bozhidar,im6,con,1,words,sehr gut,0
Bozhidar,im6,con,1.15,words,mittel,0
Bozhidar,im6,con,1.45,words,schlecht,0
Bozhidar,im6,con,1.3,words,gut,0
Bozhidar,im6,con,0.7,grades,1,0
Bozhidar,im6,con,0.85,grades,3-,0
Bozhidar,im6,con,1,grades,1+,0
Bozhidar,im6,con,1.15,grades,5,0
Bozhidar,im6,con,1.45,grades,6+,0
Bozhidar,im6,con,1.3,grades,2-,0
Bozhidar,im6,con,0.7,1_50,50,0
Bozhidar,im6,con,0.85,1_50,40,0
Bozhidar,im6,con,1,1_50,50,0
Bozhidar,im6,con,1.15,1_50,25,0
Bozhidar,im6,con,1.45,1_50,10,0
Bozhidar,im6,con,1.3,1_50,45,0
Bozhidar,im6,sat,1.6,1_10,6,0
Bozhidar,im6,sat,0.9,1_10,9,0
Bozhidar,im6,sat,1,1_10,2,0
Bozhidar,im6,sat,0.75,1_10,5,0
Bozhidar,im6,sat,1.2,1_10,6,0
Bozhidar,im6,sat,1.4,1_10,9,0
Bozhidar,im6,sat,1.6,words,gut,0
Bozhidar,im6,sat,0.9,words,gut,0
Bozhidar,im6,sat,1,words,mittel,0
Bozhidar,im6,sat,0.75,words,gut,0
Bozhidar,im6,sat,1.2,words,gut,0
Bozhidar,im6,sat,1.4,words,sehr gut,0
Bozhidar,im6,sat,1.6,grades,2,0
Bozhidar,im6,sat,0.9,grades,2-,0
Bozhidar,im6,sat,1,grades,4-,0
Bozhidar,im6,sat,0.75,grades,5,0
Bozhidar,im6,sat,1.2,grades,2+,0
Bozhidar,im6,sat,1.4,grades,2+,0
Bozhidar,im6,sat,1.6,1_50,41,0
Bozhidar,im6,sat,0.9,1_50,42,0
Bozhidar,im6,sat,1,1_50,13,0
Bozhidar,im6,sat,0.75,1_50,29,0
Bozhidar,im6,sat,1.2,1_50,36,0
Bozhidar,im6,sat,1.4,1_50,50,0
