resp,S1,S2

1,1,2

0,3,1

1,1,4

1,1,5

0,1,6

0,3,2

1,2,4

1,2,5

1,6,2

0,4,3

0,3,5

0,3,6

1,5,4

0,4,6

0,5,6

