resp,S1,S2

1,1,2

0,3,1

1,1,4

0,5,1

1,1,6

1,2,3

0,4,2

0,5,2

0,6,2

1,4,3

0,5,3

1,6,3

0,5,4

0,4,6

0,5,6

