resp,S1,S2

1,1,2

1,1,3

1,1,4

1,1,5

0,1,6

1,2,3

0,4,2

1,2,5

1,6,2

1,3,4

0,3,5

0,3,6

0,4,5

0,4,6

0,5,6

