resp,S1,S2

0,2,1

1,1,3

0,1,4

1,5,1

1,6,1

1,2,3

0,4,2

0,2,5

0,2,6

1,3,4

1,3,5

1,6,3

0,4,5

1,6,4

1,6,5

