resp,S1,S2

1,1,2

0,3,1

0,4,1

0,1,5

1,6,1

0,3,2

1,4,2

0,2,5

0,2,6

0,4,3

1,5,3

1,6,3

1,5,4

0,4,6

0,5,6

