resp,S1,S2

1,1,2

1,1,3

1,1,4

0,5,1

1,1,6

0,3,2

1,2,4

0,5,2

1,2,6

0,4,3

1,3,5

1,3,6

1,4,5

1,4,6

1,5,6

