resp,S1,S2

1,1,2

0,3,1

1,1,4

0,5,1

0,6,1

0,3,2

1,2,4

0,5,2

0,6,2

0,4,3

1,3,5

0,3,6

0,5,4

0,4,6

0,5,6

