resp,S1,S2

1,1,2

1,1,3

0,4,1

1,1,5

1,1,6

0,3,2

0,4,2

1,2,5

1,2,6

0,4,3

0,5,3

1,6,3

0,4,5

1,6,4

1,6,5

