resp,S1,S2

1,1,2

0,3,1

0,4,1

1,1,5

1,1,6

1,2,3

1,2,4

1,2,5

1,6,2

0,4,3

0,5,3

0,3,6

1,4,5

1,6,4

1,6,5

