resp,S1,S2

1,1,2

1,1,3

0,4,1

1,1,5

1,1,6

0,2,3

1,2,4

0,5,2

0,6,2

1,3,4

0,5,3

1,3,6

0,4,5

0,6,4

0,6,5

