resp,S1,S2

1,1,2

1,1,3

0,4,1

0,5,1

0,1,6

0,3,2

0,4,2

0,5,2

1,6,2

0,4,3

1,3,5

1,6,3

0,4,5

1,6,4

1,6,5

