resp,S1,S2

1,1,2

0,3,1

1,4,1

1,5,1

0,1,6

1,2,3

1,4,2

0,2,5

1,6,2

1,4,3

1,5,3

0,3,6

1,5,4

1,6,4

1,6,5

