resp,S1,S2

1,1,2

0,3,1

1,1,4

1,1,5

1,6,1

1,2,3

1,2,4

1,2,5

0,2,6

1,3,4

1,5,3

1,6,3

0,5,4

0,4,6

0,5,6

